Hindi,Transliteration
भूरिमल्ली,bhūrimallī
करफूल,karafūl
किबलागाह,kibalāgāh
किबलागाही,kibalāgāhī
प्रौढ़त,praut
प्रौढ़ता,prautā
अछूतापन,achūtāpan
मिथुनरत,mithunarat
अंडुल,anḍul
प्रौढ़न,praun
ऑपरेशनल,awparêshanal
अँगड़ाई,an̐gāi
अँगड़ाइओं,an̐gāeon
अँगड़ाइयाँ,an̐gāeyān̐
अख़लाक,alāk
अख़लाकों,alākôn
गटगट,gaṭagaṭ
गटगटा,gaṭagaṭā
गटगटों,gaṭagaṭôn
काट-कूट,kāṭakūṭ
सन्त,śant
सन्तता,śantatā
सन्तों,śantôn
खरदंड,kharadnḍ
खरदंडों,kharadnḍôn
द्राक्षशर्करा,drākshhsaharkarā
द्राक्षशर्करे,drākshhsaharkarê
द्राक्षशर्करों,drākshhsaharkarôn
बिछौने_वाला,bichaunêvālā
वृषलत,vrishhalat
धर्मादेशीय,dharmādêshīy
सन्ध,śandh
प्रशोचन,prsahôcan
सन्न,śann
विसन्न,viśann
मँढ़ा,mn̐ā
मँढ़े,mn̐ê
मँढ़ों,mn̐ôn
मँढ़ी,mn̐ī
सेवाई,śêvāi
पदतलयुक्त,padatalayukt
ब्रॉडविक,brŏḍavik
मंगलप्रतिसर,mngalapratiśar
नालायक्र,nālāyakr
नालायक्री,nālāyakrī
स्वर्णालेपित,śvarṇālêpit
चतुर्बाहु,caturbāhu
निषूदन,nishhūdan
निषूदनों,nishhūdanôn
निषूदनी,nishhūdanī
चिंपाजी,cinpājī
चतुर्बाहू,caturbāhū
निम्लोच,nimlôc
निम्लोचों,nimlôcôn
निम्लोचा,nimlôcā
जोसना,jôśanā
जिल्द,jild
जिल्दी,jildī
जिल्दों,jildôn
तुहुण्ड,tuhuṇḍ
नॉरमण्डी,nŏramaṇḍī
झपवा,jhapavā
झपवाइयो,jhapavāeyô
झपवावे,jhapavāvê
झपवाई,jhapavāi
झपवाकर,jhapavākar
झपवाना,jhapavānā
झपवाने,jhapavānê
झपवाता,jhapavātā
झपवाती,jhapavātī
झपवाते,jhapavātê
झपवाए,jhapavāa
झपवाएगा,jhapavāagā
झपवाएगी,jhapavāagī
झपवाएँगीं,jhapavāan̐gīn
झपवाएँगे,jhapavāan̐gê
झपवाऊँ,jhapavāoon̐
झपवाऊँगा,jhapavāoon̐gā
झपवाऊँगी,jhapavāoon̐gī
झपवाऊँगीं,jhapavāoon̐gīn
झपवाइए,jhapavāea
झपवाइएगा,jhapavāeagā
झपवाइएगी,jhapavāeagī
झपवाओ,jhapavāo
झपवाओगे,jhapavāogê
झपवाओगी,jhapavāogī
पीएलओ,pīalo
सरैया,śaraiyā
सुयशस्वी,śuysahaśvī
धैर्यहीनतः,dhairyahīnatḥ 
इंद्रसभा,endraśbahā
जजबात,jajabāt
जजबाती,jajabātī
रीडिंग,rīḍing
टिटिहरी,ṭiṭiharī
शाहजहाँपुर,shāhajahān̐pur
प्रौढ़ा,prauā
प्रौढ़े,prauê
प्रौढ़ों,prauôn
मुकदमा,mukadamā
मुकदमे,mukadamê
मुकदमों,mukadamôn
प्रौढ़ि,praui
वनपांसुल,vanapānśul
दराँत,darān̐t
दराँता,darān̐tā
दराँती,darān̐tī
दराँते,darān̐tê
स्ट्रीटकार,śṭrīṭakār
सूत्रबद्धन,śūtrabaddhan
नफा-घाटा,nafāghāṭā
मोज़ैक,môaik
संहीत,śnhīt
जिंसीलगान,jinśīlagān
चयापचयीय,cayāpacayīy
उन्नति-अवनति,unnatiavanati
आर्निथोसौर,aarnithôśaur
हेअररिमूवल,hêararimūval
भोगीभुज,bhôgībhuj
अवच्छन्न,avacchann
अवच्छन्नता,avacchannatā
पपड़ीलापन,paapīlāpan
नाइटड्रैस,nāeṭaḍraiś
फ़्रेंड्स,rênḍś
यौवनाधिरूढा,yauvanādhirūḍhā
बुभुक्षु,bubhukshhu
निशुंभ,nishunbh
निशुंभों,nishunbhôn
निशुंभी,nishunbhī
रोहिषक,rôhishhak
जसवत,jaśavat
धुबरी,dhubarī
रंबूले,rnbūlê
मुक्त्य,mukty
चिलकार,cilakār
चिलकारा,cilakārā
गड़ूली,gūlī
जंतरी,jntarī
बाजंतरी,bājntarī
नये-नये,nayênayê
इतरिड,etariḍ
श्वेतोदर,shvêtôdar
व्यतिहार,vyatihār
व्यतिहारों,vyatihārôn
सेवाय,śêvāy
जानलेवा,jānalêvā
सेवार,śêvār
सेवारा,śêvārā
सेवारी,śêvārī
सेवारें,śêvārên
सेवारों,śêvārôn
झइँटा,jhen̐ṭā
अंतरजामी,antarajāmī
ट्रंककॉल,ṭrnkakŏl
ट्रंककॉलों,ṭrnkakŏlôn
हंसशावक,hnśsahāvak
सेवाल,śêvāl
ट्रांसफ्यूजन,ṭrānśafyūjan
तनावग्रस्त,tanāvagraśt
स्खलनकारी,śkhalanakārī
पॉलिमाइड,pŏlimāeḍ
आकारनष्ट,aakāranshahṭ
पोलिनेट,pôlinêṭ
सीँघी,śīn̐ghī
क्रांतिभाग,krāntibhāg
निराशोन्माद,nirāshônmād
सौसुप्तिक,śauśuptik
व्यसनहीन,vyaśanahīn
व्यसनहीनता,vyaśanahīnatā
क़ैदियों,aidiyôn
पैंजूष,painjūshh
सुगति,śugati
सांत्वित,śāntvit
सुपठय,śupṭahay
क्लेशक्षम,klêshakshham
संवावदाता,śnvāvadātā
क्रूज,krūj
लठियल,lṭahiyal
जगज़ाहिर,jaagāhir
कुकुरौंछी,kukuraunchī
अक्षरदर्शक,akshharadarshak
अतिधर्मनिष्ठ,atidharmanishhṭh
नरेंद्र,narêndr
नरेंद्रों,narêndrôn
काउंटरफ़ायल,kāunṭaarāyal
क्रूड,krūḍ
अरुन्षिका,arunshhikā
छुरेबाज़,churêbā
छुरेबाज़ी,churêbāī
ज्येष्ठसामग,jyêshhṭhaśāmag
कृषिरक्षक,krishhirakshhak
कोँवलि,kôn̐vali
उपनिवेशात्मक,upanivêshātmak
क्रून,krūn
सपेष्ट,śapêshhṭ
लठिया,lṭahiyā
लठियाइयो,lṭahiyāeyô
लठियावे,lṭahiyāvê
लठियाई,lṭahiyāi
लठियाकर,lṭahiyākar
लठियाना,lṭahiyānā
लठियाने,lṭahiyānê
लठियाता,lṭahiyātā
लठियाती,lṭahiyātī
लठियाते,lṭahiyātê
लठियाए,lṭahiyāa
लठियाएगा,lṭahiyāagā
लठियाएगी,lṭahiyāagī
लठियाएँगीं,lṭahiyāan̐gīn
लठियाएँगे,lṭahiyāan̐gê
लठियाऊँ,lṭahiyāoon̐
लठियाऊँगा,lṭahiyāoon̐gā
लठियाऊँगी,lṭahiyāoon̐gī
लठियाऊँगीं,lṭahiyāoon̐gīn
लठियाइए,lṭahiyāea
लठियाइएगा,lṭahiyāeagā
लठियाइएगी,lṭahiyāeagī
लठियाओ,lṭahiyāo
लठियाओगे,lṭahiyāogê
लठियाओगी,lṭahiyāogī
संविभाजन,śnvibhājan
संविभाजनों,śnvibhājanôn
मुम्बइकर,mumbekar
भद्रवल्ली,bhadravallī
सावरिया,śāvariyā
नागयक्षी,nāgayakshhī
बुद्घावशेष,budghāvsahêshh
अन्तवर्ती,antavartī
क्रूर,krūr
क्रूरता,krūratā
मतिनुसार,matinuśār
परोपजीवन,parôpajīvan
ट्यूलिप,ṭyūlip
ट्यूलिपा,ṭyūlipā
ऑलीगार्की,awlīgārkī
बालकक्ष,bālakakshh
जेरतजवीज,jêratajavīj
इंस्क्रिपश्नल,enśkripsahnal
मेसोलिनो,mêśôlinô
क्रूश,krūsh
परंपरावादपूर्ण,parnparāvādapūrṇ
मध्यमागम,mdahyamāgam
तोप-अवस्थान,tôpavaśthān
क्रूस,krūś
क्रूसों,krūśôn
खाधु,khādhu
मूर्तिविधान,mūrtividhān
चिदानंद,cidānnd
नर्तकनृत्यांगना,nartakanrityānganā
षड्पाटीय,shhaḍpāṭīy
मील-भत्ता,mīlbahattā
रस्मो-रिवाज,raśmôrivāj
भाग-फल,bhāgafal
अस्थानांतरणीय,aśthānāntaraṇīy
आरोग्यशाला,aarôgysahālā
सुप्रज्ञ,śuprajña
फूल-पत्तियाँ,fūlapattiyān̐
इनचार्ज,enacārj
उखड़,ukh
उखड़ियो,ukhiyô
उखड़ो,ukhô
उखड़ोगे,ukhôgê
उखड़ोगी,ukhôgī
उखड़े,ukhê
उखड़ेगी,ukhêgī
उखड़ेगा,ukhêgā
उखड़ें,ukhên
उखड़ेंगे,ukhêngê
उखड़ेंगें,ukhêngên
उखड़ेंगी,ukhêngī
उखड़ेंगीं,ukhêngīn
उखड़ूँ,ukhūn̐
उखड़ूँगी,ukhūn̐gī
उखड़ूँगा,ukhūn̐gā
उखड़ी,ukhī
उखड़ीं,ukhīn
उखड़िए,ukhia
उखड़िएगी,ukhiagī
उखड़िएगा,ukhiagā
उखड़ने,ukhanê
उखड़ना,ukhanā
उखड़ते,ukhatê
उखड़ती,ukhatī
उखड़तीं,ukhatīn
उखड़ता,ukhatā
उखड़कर,ukhakar
उखड़ा,ukhā
गलथना,galtahanā
गलथने,galtahanê
थोड़े-से,thôêśê
रूपामाखी,rūpāmākhī
कीर्तिकर,kīrtikar
अकीर्तिकर,akīrtikar
जेँगरा,jên̐garā
रक्त-दान,raktadān
वेतसिनी,vêtaśinī
केंक्यू,kênkyū
परिस्रवण,pariśravaṇ
ज्येष्ठसामा,jyêshhṭhaśāmā
लोकमानस,lôkamānaś
पख्तून,pkahtūn
पख्तूनी,pkahtūnī
रवाई,ravāi
दररवाई,dararavāi
शशिशेखर,shsahishêkhar
शशिशेखरों,shsahishêkharôn
बृहस्पतिवासर,brihaśpativāśar
चिलबिलापन,cilabilāpan
एक-हत्था,akahatthā
रतनपुरुष,ratanapurushh
कल्टिवेट,kalṭivêṭ
नेकसीरत,nêkaśīrat
राह-चाह,rāhacāh
जुहवा,juhavā
जुहवाइयो,juhavāeyô
जुहवावे,juhavāvê
जुहवाई,juhavāi
जुहवाकर,juhavākar
जुहवाना,juhavānā
जुहवाने,juhavānê
जुहवाता,juhavātā
जुहवाती,juhavātī
जुहवाते,juhavātê
जुहवाए,juhavāa
जुहवाएगा,juhavāagā
जुहवाएगी,juhavāagī
जुहवाएँगीं,juhavāan̐gīn
जुहवाएँगे,juhavāan̐gê
जुहवाऊँ,juhavāoon̐
जुहवाऊँगा,juhavāoon̐gā
जुहवाऊँगी,juhavāoon̐gī
जुहवाऊँगीं,juhavāoon̐gīn
जुहवाइए,juhavāea
जुहवाइएगा,juhavāeagā
जुहवाइएगी,juhavāeagī
जुहवाओ,juhavāo
जुहवाओगे,juhavāogê
जुहवाओगी,juhavāogī
अग्रीमेन्ट,agrīmênṭ
टंडैल,ṭnḍail
विदूषण,vidūshhaṇ
विदूषणों,vidūshhaṇôn
विदूषणा,vidūshhaṇā
सैल्यूलाइड,śailyūlāeḍ
सन्नादिता,śannāditā
तेजस्विनी,têjaśvinī
कषित,kshahit
ख़ज़ानची,ānacī
स्केटिग,śkêṭig
मत्स्यचक्र,matśyacakr
आच्छाजित,aacchājit
ड्रिलिंग,ḍriling
मनबसा,manabaśā
मनबसी,manabaśī
किस्सागों,kiśśāgôn
हल्लक,hallak
